T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
807,North Macedonia,2021,Consumer price index: General,118.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
807,North Macedonia,2022,Consumer price index: General,135.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
807,North Macedonia,2023,Consumer price index: General,148.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
807,North Macedonia,2005,Consumer price index: Food,83.1,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
807,North Macedonia,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
807,North Macedonia,2015,Consumer price index: Food,111.6,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
807,North Macedonia,2021,Consumer price index: Food,119.2,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
807,North Macedonia,2022,Consumer price index: Food,144.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
807,North Macedonia,2023,Consumer price index: Food,160.9,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2000,Consumer price index: General,81.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2005,Consumer price index: General,89.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2015,Consumer price index: General,108.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2021,Consumer price index: General,126.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2022,Consumer price index: General,133.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2023,Consumer price index: General,140.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2000,Consumer price index: Food,85.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2005,Consumer price index: Food,88.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2010,Consumer price index: Food,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2015,Consumer price index: Food,108.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2021,Consumer price index: Food,115.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2022,Consumer price index: Food,124.2,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
578,Norway,2023,Consumer price index: Food,136.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2000,Consumer price index: General,74.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2005,Consumer price index: General,76.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2015,Consumer price index: General,109.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2021,Consumer price index: General,115.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2022,Consumer price index: General,118.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2023,Consumer price index: General,119.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
512,Oman,2015,Consumer price index: Food,110.8,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2000,Consumer price index: General,43.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2005,Consumer price index: General,55.8,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2010,Consumer price index: General,100.0,Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2015,Consumer price index: General,145.3,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2021,Consumer price index: General,219.1,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2022,Consumer price index: General,262.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2023,Consumer price index: General,343.4,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2010,Consumer price index: Food,100.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2015,Consumer price index: Food,143.0,Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2021,Consumer price index: Food,153.8,Base 2015 - 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2022,Consumer price index: Food,192.2,Base 2015 - 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
586,Pakistan,2023,Consumer price index: Food,266.4,Base 2015 - 2016 = 100,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2005,Consumer price index: General,80.5,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2010,Consumer price index: General,100.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2015,Consumer price index: General,117.9,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2021,Consumer price index: General,124.6,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2022,Consumer price index: General,140.0,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2023,Consumer price index: General,157.7,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2005,Consumer price index: Food,73.6,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2010,Consumer price index: Food,100.0,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
585,Palau,2015,Consumer price index: Food,116.4,Estimate.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
591,Panama,2000,Consumer price index: General,77.3,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
591,Panama,2005,Consumer price index: General,81.3,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
591,Panama,2010,Consumer price index: General,100.0,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
591,Panama,2015,Consumer price index: General,119.6,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
591,Panama,2021,Consumer price index: General,122.1,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
591,Panama,2022,Consumer price index: General,125.6,Urban areas.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2024."
