T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
703,Slovakia,2023,Major trading partner 1 (% of exports),Germany,,21.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2015,Major trading partner 1 (% of imports),Germany,,15.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2020,Major trading partner 1 (% of imports),Germany,,18.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2023,Major trading partner 1 (% of imports),Germany,,14.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2015,Major trading partner 2 (% of exports),Czechia,,12.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2020,Major trading partner 2 (% of exports),Czechia,,10.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2023,Major trading partner 2 (% of exports),Czechia,,12.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2015,Major trading partner 2 (% of imports),Czechia,,11.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2020,Major trading partner 2 (% of imports),Czechia,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2023,Major trading partner 2 (% of imports),Czechia,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2015,Major trading partner 3 (% of exports),Poland,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2020,Major trading partner 3 (% of exports),Poland,,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2023,Major trading partner 3 (% of exports),Poland,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2015,Major trading partner 3 (% of imports),"Other Europe, nes",,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2020,Major trading partner 3 (% of imports),"Other Europe, nes",,7.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
703,Slovakia,2023,Major trading partner 3 (% of imports),"Other Europe, nes",,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2015,Major trading partner 1 (% of exports),Switzerland,,1.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2020,Major trading partner 1 (% of exports),Switzerland,,12.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2023,Major trading partner 1 (% of exports),Switzerland,,27.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2015,Major trading partner 1 (% of imports),Switzerland,,1.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2020,Major trading partner 1 (% of imports),Switzerland,,12.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2023,Major trading partner 1 (% of imports),Switzerland,,16.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2015,Major trading partner 2 (% of exports),Germany,,20.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2020,Major trading partner 2 (% of exports),Germany,,18.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2023,Major trading partner 2 (% of exports),Germany,,13.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2015,Major trading partner 2 (% of imports),China,,6.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2020,Major trading partner 2 (% of imports),China,,7.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2023,Major trading partner 2 (% of imports),China,,15.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2015,Major trading partner 3 (% of exports),Italy,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2020,Major trading partner 3 (% of exports),Italy,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2023,Major trading partner 3 (% of exports),Italy,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2015,Major trading partner 3 (% of imports),Germany,,17.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2020,Major trading partner 3 (% of imports),Germany,,14.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
705,Slovenia,2023,Major trading partner 3 (% of imports),Germany,,10.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2015,Major trading partner 1 (% of exports),China,,58.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2020,Major trading partner 1 (% of exports),China,,64.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2023,Major trading partner 1 (% of exports),China,,52.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2015,Major trading partner 1 (% of imports),China,,10.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2020,Major trading partner 1 (% of imports),China,,31.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2023,Major trading partner 1 (% of imports),China,,42.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2015,Major trading partner 2 (% of exports),Australia,,1.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2020,Major trading partner 2 (% of exports),Australia,,1.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2023,Major trading partner 2 (% of exports),Australia,,10.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2015,Major trading partner 2 (% of imports),Singapore,,17.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2020,Major trading partner 2 (% of imports),Singapore,,8.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2023,Major trading partner 2 (% of imports),Singapore,,14.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2015,Major trading partner 3 (% of exports),Italy,,6.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2020,Major trading partner 3 (% of exports),Italy,,9.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2023,Major trading partner 3 (% of exports),Italy,,9.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2015,Major trading partner 3 (% of imports),Australia,,28.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2020,Major trading partner 3 (% of imports),Australia,,14.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
90,Solomon Islands,2023,Major trading partner 3 (% of imports),Australia,,13.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2015,Major trading partner 1 (% of exports),United Arab Emirates,,17.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2020,Major trading partner 1 (% of exports),United Arab Emirates,,30.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2023,Major trading partner 1 (% of exports),United Arab Emirates,,44.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2015,Major trading partner 1 (% of imports),United Arab Emirates,,24.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2020,Major trading partner 1 (% of imports),United Arab Emirates,,28.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2023,Major trading partner 1 (% of imports),United Arab Emirates,,33.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2015,Major trading partner 2 (% of exports),Oman,,20.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2020,Major trading partner 2 (% of exports),Oman,,36.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2023,Major trading partner 2 (% of exports),Oman,,33.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2015,Major trading partner 2 (% of imports),China,,13.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2020,Major trading partner 2 (% of imports),China,,20.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2023,Major trading partner 2 (% of imports),China,,19.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2015,Major trading partner 3 (% of exports),Saudi Arabia,,45.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2020,Major trading partner 3 (% of exports),Saudi Arabia,,8.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2023,Major trading partner 3 (% of exports),Saudi Arabia,,8.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2015,Major trading partner 3 (% of imports),India,,18.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2020,Major trading partner 3 (% of imports),India,,12.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
706,Somalia,2023,Major trading partner 3 (% of imports),India,,16.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2015,Major trading partner 1 (% of exports),China,,12.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2020,Major trading partner 1 (% of exports),China,,12.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2023,Major trading partner 1 (% of exports),China,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2015,Major trading partner 1 (% of imports),China,,18.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2020,Major trading partner 1 (% of imports),China,,20.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2023,Major trading partner 1 (% of imports),China,,20.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2015,Major trading partner 2 (% of exports),United States,,7.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2020,Major trading partner 2 (% of exports),United States,,9.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2023,Major trading partner 2 (% of exports),United States,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2015,Major trading partner 2 (% of imports),United States,,7.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2020,Major trading partner 2 (% of imports),United States,,6.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2023,Major trading partner 2 (% of imports),United States,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2015,Major trading partner 3 (% of exports),Germany,,6.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2020,Major trading partner 3 (% of exports),Germany,,7.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2023,Major trading partner 3 (% of exports),Germany,,6.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2015,Major trading partner 3 (% of imports),Germany,,11.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2020,Major trading partner 3 (% of imports),Germany,,9.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
710,South Africa,2023,Major trading partner 3 (% of imports),Germany,,8.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2015,Major trading partner 1 (% of exports),China,,99.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2020,Major trading partner 1 (% of exports),China,,79.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2023,Major trading partner 1 (% of exports),China,,66.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2015,Major trading partner 1 (% of imports),Uganda,,32.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2020,Major trading partner 1 (% of imports),Uganda,,31.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2023,Major trading partner 1 (% of imports),Uganda,,40.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2015,Major trading partner 2 (% of exports),Singapore,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2020,Major trading partner 2 (% of exports),Singapore,,0.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2023,Major trading partner 2 (% of exports),Singapore,,11.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2015,Major trading partner 2 (% of imports),United Arab Emirates,,0.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2020,Major trading partner 2 (% of imports),United Arab Emirates,,17.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2023,Major trading partner 2 (% of imports),United Arab Emirates,,20.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2020,Major trading partner 3 (% of exports),United Arab Emirates,,6.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2023,Major trading partner 3 (% of exports),United Arab Emirates,,10.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2015,Major trading partner 3 (% of imports),Kenya,,22.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2020,Major trading partner 3 (% of imports),Kenya,,19.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
728,South Sudan,2023,Major trading partner 3 (% of imports),Kenya,,12.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2015,Major trading partner 1 (% of exports),France,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2020,Major trading partner 1 (% of exports),France,,15.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2023,Major trading partner 1 (% of exports),France,,15.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2015,Major trading partner 1 (% of imports),Germany,,13.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2020,Major trading partner 1 (% of imports),Germany,,11.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2023,Major trading partner 1 (% of imports),Germany,,10.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2015,Major trading partner 2 (% of exports),Germany,,12.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2020,Major trading partner 2 (% of exports),Germany,,10.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2023,Major trading partner 2 (% of exports),Germany,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2015,Major trading partner 2 (% of imports),China,,8.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2020,Major trading partner 2 (% of imports),China,,10.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2023,Major trading partner 2 (% of imports),China,,10.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2015,Major trading partner 3 (% of exports),Italy,,7.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2020,Major trading partner 3 (% of exports),Italy,,7.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2023,Major trading partner 3 (% of exports),Italy,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2015,Major trading partner 3 (% of imports),France,,10.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2020,Major trading partner 3 (% of imports),France,,9.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
724,Spain,2023,Major trading partner 3 (% of imports),France,,8.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2015,Major trading partner 1 (% of exports),United States,,26.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2020,Major trading partner 1 (% of exports),United States,,24.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2023,Major trading partner 1 (% of exports),United States,,23.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2015,Major trading partner 1 (% of imports),India,,22.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2020,Major trading partner 1 (% of imports),India,,19.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2023,Major trading partner 1 (% of imports),India,,19.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2015,Major trading partner 2 (% of exports),United Kingdom,,9.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2020,Major trading partner 2 (% of exports),United Kingdom,,8.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2023,Major trading partner 2 (% of exports),United Kingdom,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2015,Major trading partner 2 (% of imports),China,,19.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2020,Major trading partner 2 (% of imports),China,,22.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2023,Major trading partner 2 (% of imports),China,,18.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2015,Major trading partner 3 (% of exports),India,,6.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2020,Major trading partner 3 (% of exports),India,,6.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2023,Major trading partner 3 (% of exports),India,,7.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2015,Major trading partner 3 (% of imports),United Arab Emirates,,5.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2020,Major trading partner 3 (% of imports),United Arab Emirates,,5.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
144,Sri Lanka,2023,Major trading partner 3 (% of imports),United Arab Emirates,,9.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2015,Major trading partner 1 (% of exports),United Arab Emirates,,14.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2020,Major trading partner 1 (% of exports),United Arab Emirates,,44.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2023,Major trading partner 1 (% of exports),United Arab Emirates,,43.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2015,Major trading partner 1 (% of imports),United Arab Emirates,,5.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2020,Major trading partner 1 (% of imports),United Arab Emirates,,12.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2023,Major trading partner 1 (% of imports),United Arab Emirates,,19.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2015,Major trading partner 2 (% of exports),China,,56.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2020,Major trading partner 2 (% of exports),China,,18.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2023,Major trading partner 2 (% of exports),China,,13.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2015,Major trading partner 2 (% of imports),India,,8.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2020,Major trading partner 2 (% of imports),India,,11.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2023,Major trading partner 2 (% of imports),India,,17.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2015,Major trading partner 3 (% of exports),Malaysia,,0.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2020,Major trading partner 3 (% of exports),Malaysia,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2023,Major trading partner 3 (% of exports),Malaysia,,7.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2015,Major trading partner 3 (% of imports),Saudi Arabia,,4.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2020,Major trading partner 3 (% of imports),Saudi Arabia,,7.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
729,Sudan,2023,Major trading partner 3 (% of imports),Saudi Arabia,,15.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
740,Suriname,2015,Major trading partner 1 (% of exports),Areas nes,Areas not elsewhere specified.,57.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2024."
