T31,Tourist/visitor arrivals and tourism expenditure,,,,,,,
Region/Country/Area,,Year,Series,Tourism arrivals series type,Tourism arrivals series type footnote,Value,Footnotes,Source
296,Kiribati,2021,Tourist/visitor arrivals (thousands),TF,,0,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
296,Kiribati,2022,Tourist/visitor arrivals (thousands),TF,,2,Air arrivals. Tarawa and Christmas Island.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
296,Kiribati,2010,Tourism expenditure (millions of US dollars),,,4,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
296,Kiribati,2020,Tourism expenditure (millions of US dollars),,,0,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
296,Kiribati,2021,Tourism expenditure (millions of US dollars),,,0,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
296,Kiribati,2022,Tourism expenditure (millions of US dollars),,,2,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,1995,Tourist/visitor arrivals (thousands),THS,,72,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2005,Tourist/visitor arrivals (thousands),THS,,104,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2010,Tourist/visitor arrivals (thousands),THS,,207,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2020,Tourist/visitor arrivals (thousands),THS,,86,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2021,Tourist/visitor arrivals (thousands),THS,,85,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,1995,Tourism expenditure (millions of US dollars),,,307,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2005,Tourism expenditure (millions of US dollars),,,413,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2010,Tourism expenditure (millions of US dollars),,,574,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2020,Tourism expenditure (millions of US dollars),,,526,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2021,Tourism expenditure (millions of US dollars),,,708,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
414,Kuwait,2022,Tourism expenditure (millions of US dollars),,,"1,687",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2005,Tourist/visitor arrivals (thousands),VF,,319,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2010,Tourist/visitor arrivals (thousands),VF,,"1,224",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2020,Tourist/visitor arrivals (thousands),VF,,"2,079",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2021,Tourist/visitor arrivals (thousands),VF,,"3,169",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2022,Tourist/visitor arrivals (thousands),VF,,"6,901",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2005,Tourism expenditure (millions of US dollars),,,94,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2010,Tourism expenditure (millions of US dollars),,,212,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2020,Tourism expenditure (millions of US dollars),,,195,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2021,Tourism expenditure (millions of US dollars),,,259,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
417,Kyrgyzstan,2022,Tourism expenditure (millions of US dollars),,,827,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,1995,Tourist/visitor arrivals (thousands),TF,,60,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,2005,Tourist/visitor arrivals (thousands),TF,,672,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,2010,Tourist/visitor arrivals (thousands),TF,,"1,670",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,2020,Tourist/visitor arrivals (thousands),TF,,812,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,1995,Tourism expenditure (millions of US dollars),,,52,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,2005,Tourism expenditure (millions of US dollars),,,143,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,2010,Tourism expenditure (millions of US dollars),,,385,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,2020,Tourism expenditure (millions of US dollars),,,227,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
418,Lao People's Dem. Rep.,2021,Tourism expenditure (millions of US dollars),,,6,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
428,Latvia,1995,Tourist/visitor arrivals (thousands),TF,,539,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
428,Latvia,2005,Tourist/visitor arrivals (thousands),TF,,"1,116",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
428,Latvia,2010,Tourist/visitor arrivals (thousands),TF,,"1,373",Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
428,Latvia,2020,Tourist/visitor arrivals (thousands),TF,,636,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
428,Latvia,2021,Tourist/visitor arrivals (thousands),TF,,478,Non-resident departures. Survey of persons crossing the state border.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
428,Latvia,1995,Tourism expenditure (millions of US dollars),,,37,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
428,Latvia,2005,Tourism expenditure (millions of US dollars),,,446,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,1995,Tourist/visitor arrivals (thousands),TF,,450,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2005,Tourist/visitor arrivals (thousands),TF,,"1,140","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2010,Tourist/visitor arrivals (thousands),TF,,"2,168","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2020,Tourist/visitor arrivals (thousands),TF,,414,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2021,Tourist/visitor arrivals (thousands),TF,,890,"Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2022,Tourist/visitor arrivals (thousands),TF,,"1,466","Excluding the Lebanon, Syria and Palestine nationalities.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,1995,Tourism expenditure (millions of US dollars),,,710,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2005,Tourism expenditure (millions of US dollars),,,"5,969",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2010,Tourism expenditure (millions of US dollars),,,"8,026",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2020,Tourism expenditure (millions of US dollars),,,"2,369",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
422,Lebanon,2021,Tourism expenditure (millions of US dollars),,,"3,162",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
426,Lesotho,1995,Tourist/visitor arrivals (thousands),TF,,87,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
426,Lesotho,2010,Tourist/visitor arrivals (thousands),TF,,414,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
426,Lesotho,1995,Tourism expenditure (millions of US dollars),,,27,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
426,Lesotho,2005,Tourism expenditure (millions of US dollars),,,27,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
426,Lesotho,2010,Tourism expenditure (millions of US dollars),,,23,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
426,Lesotho,2020,Tourism expenditure (millions of US dollars),,,6,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
426,Lesotho,2021,Tourism expenditure (millions of US dollars),,,10,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
426,Lesotho,2022,Tourism expenditure (millions of US dollars),,,11,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
430,Liberia,2005,Tourism expenditure (millions of US dollars),,,67,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
430,Liberia,2020,Tourism expenditure (millions of US dollars),,,4,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
430,Liberia,2021,Tourism expenditure (millions of US dollars),,,4,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
430,Liberia,2022,Tourism expenditure (millions of US dollars),,,4,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
434,Libya,1995,Tourist/visitor arrivals (thousands),TF,,56,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
434,Libya,2005,Tourist/visitor arrivals (thousands),TF,,81,Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
434,Libya,1995,Tourism expenditure (millions of US dollars),,,4,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
434,Libya,2005,Tourism expenditure (millions of US dollars),,,301,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
434,Libya,2010,Tourism expenditure (millions of US dollars),,,170,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
434,Libya,2020,Tourism expenditure (millions of US dollars),,,93,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
438,Liechtenstein,1995,Tourist/visitor arrivals (thousands),TCE,,59,Excluding long term tourists on campgrounds and in holiday flats.;Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
438,Liechtenstein,2005,Tourist/visitor arrivals (thousands),TCE,,50,Excluding long term tourists on campgrounds and in holiday flats.;Non-resident tourists staying in hotels and similar establishments.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
438,Liechtenstein,2010,Tourist/visitor arrivals (thousands),TCE,,64,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
438,Liechtenstein,2020,Tourist/visitor arrivals (thousands),TCE,,58,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
438,Liechtenstein,2021,Tourist/visitor arrivals (thousands),TCE,,71,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
438,Liechtenstein,2022,Tourist/visitor arrivals (thousands),TCE,,101,Excluding long term tourists on campgrounds and in holiday flats.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,1995,Tourist/visitor arrivals (thousands),TF,,650,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2005,Tourist/visitor arrivals (thousands),TF,,"2,000",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2010,Tourist/visitor arrivals (thousands),TF,,"1,507",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2020,Tourist/visitor arrivals (thousands),TF,,937,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2021,Tourist/visitor arrivals (thousands),TF,,948,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2022,Tourist/visitor arrivals (thousands),TF,,"2,169",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,1995,Tourism expenditure (millions of US dollars),,,77,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2005,Tourism expenditure (millions of US dollars),,,920,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2010,Tourism expenditure (millions of US dollars),,,958,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2020,Tourism expenditure (millions of US dollars),,,574,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2021,Tourism expenditure (millions of US dollars),,,585,Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
440,Lithuania,2022,Tourism expenditure (millions of US dollars),,,"1,174",Excluding passenger transport.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,1995,Tourist/visitor arrivals (thousands),TCE,,768,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2005,Tourist/visitor arrivals (thousands),TCE,,913,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2010,Tourist/visitor arrivals (thousands),TCE,,805,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2020,Tourist/visitor arrivals (thousands),TCE,,525,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2021,Tourist/visitor arrivals (thousands),TCE,,615,"Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2022,Tourist/visitor arrivals (thousands),TCE,,"1,013","Non-resident tourists staying in all types of accommodation establishments.;Including youth hostels, tourist private accommodation and others.","World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2005,Tourism expenditure (millions of US dollars),,,"4,867",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2010,Tourism expenditure (millions of US dollars),,,"6,057",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2020,Tourism expenditure (millions of US dollars),,,"4,668",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2021,Tourism expenditure (millions of US dollars),,,"5,906",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
442,Luxembourg,2022,Tourism expenditure (millions of US dollars),,,"5,737",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,1995,Tourist/visitor arrivals (thousands),TF,,75,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2005,Tourist/visitor arrivals (thousands),TF,,277,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2010,Tourist/visitor arrivals (thousands),TF,,196,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2020,Tourist/visitor arrivals (thousands),TF,,68,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2021,Tourist/visitor arrivals (thousands),TF,,8,Arrivals of non-resident tourists by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,1995,Tourism expenditure (millions of US dollars),,,106,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2005,Tourism expenditure (millions of US dollars),,,275,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2010,Tourism expenditure (millions of US dollars),,,425,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2020,Tourism expenditure (millions of US dollars),,,202,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2021,Tourism expenditure (millions of US dollars),,,118,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
450,Madagascar,2022,Tourism expenditure (millions of US dollars),,,405,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,1995,Tourist/visitor arrivals (thousands),TF,,192,Departures.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,2005,Tourist/visitor arrivals (thousands),TF,,438,Departures.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,2010,Tourist/visitor arrivals (thousands),TF,,746,Departures.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,2020,Tourist/visitor arrivals (thousands),TF,,199,Departures.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,2021,Tourist/visitor arrivals (thousands),TF,,432,Departures.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,1995,Tourism expenditure (millions of US dollars),,,22,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,2005,Tourism expenditure (millions of US dollars),,,48,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,2010,Tourism expenditure (millions of US dollars),,,45,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,2020,Tourism expenditure (millions of US dollars),,,28,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
454,Malawi,2021,Tourism expenditure (millions of US dollars),,,29,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,1995,Tourist/visitor arrivals (thousands),TF,,"7,469",Including Singapore residents crossing the frontier by road through Johore Causeway.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2005,Tourist/visitor arrivals (thousands),TF,,"16,431",Including Singapore residents crossing the frontier by road through Johore Causeway.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2010,Tourist/visitor arrivals (thousands),TF,,"24,577",Including Singapore residents crossing the frontier by road through Johore Causeway.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2020,Tourist/visitor arrivals (thousands),TF,,"4,333",Including Singapore residents crossing the frontier by road through Johore Causeway.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2021,Tourist/visitor arrivals (thousands),TF,,135,Including Singapore residents crossing the frontier by road through Johore Causeway.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2022,Tourist/visitor arrivals (thousands),TF,,"10,071",Including Singapore residents crossing the frontier by road through Johore Causeway.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,1995,Tourism expenditure (millions of US dollars),,,"5,044",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2005,Tourism expenditure (millions of US dollars),,,"10,389",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2010,Tourism expenditure (millions of US dollars),,,"19,619",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2020,Tourism expenditure (millions of US dollars),,,"3,373",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2021,Tourism expenditure (millions of US dollars),,,117,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
458,Malaysia,2022,Tourism expenditure (millions of US dollars),,,"7,816",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,1995,Tourist/visitor arrivals (thousands),TF,,315,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,2005,Tourist/visitor arrivals (thousands),TF,,395,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,2010,Tourist/visitor arrivals (thousands),TF,,792,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,2020,Tourist/visitor arrivals (thousands),TF,,555,Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,2021,Tourist/visitor arrivals (thousands),TF,,"1,322",Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,2022,Tourist/visitor arrivals (thousands),TF,,"1,675",Arrivals by air.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,2020,Tourism expenditure (millions of US dollars),,,"1,408",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,2021,Tourism expenditure (millions of US dollars),,,"3,525",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
462,Maldives,2022,Tourism expenditure (millions of US dollars),,,"4,513",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,1995,Tourist/visitor arrivals (thousands),TF,,42,Arrivals by air only (Bamako-Sénou airport).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,2005,Tourist/visitor arrivals (thousands),TF,,143,Arrivals by air only (Bamako-Sénou airport).,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,2010,Tourist/visitor arrivals (thousands),TF,,169,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,2020,Tourist/visitor arrivals (thousands),TF,,75,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,2021,Tourist/visitor arrivals (thousands),TF,,168,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,1995,Tourism expenditure (millions of US dollars),,,26,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,2005,Tourism expenditure (millions of US dollars),,,149,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,2010,Tourism expenditure (millions of US dollars),,,208,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,2020,Tourism expenditure (millions of US dollars),,,82,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
466,Mali,2021,Tourism expenditure (millions of US dollars),,,191,,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,1995,Tourist/visitor arrivals (thousands),TF,,"1,116",,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2005,Tourist/visitor arrivals (thousands),TF,,"1,171",Departures by air and by sea.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2010,Tourist/visitor arrivals (thousands),TF,,"1,339",Departures by air and by sea.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
470,Malta,2020,Tourist/visitor arrivals (thousands),TF,,659,Departures by air and by sea.,"World Tourism Organization (UNWTO), Madrid, the UNWTO Statistics Database, last accessed December 2023."
